wkt_geom;InputID;TargetID;Distance
LineString (6.81018249999999625 51.23549450000001571, 7.01540099999999711 51.05310800000000881);DE011C1;DE519C1;24858.65998
LineString (6.8784610000000157 51.41378150000002734, 7.22498200000001134 51.46995500000002721);DE015C1;DE022C1;24890.54617
LineString (6.97323749999998199 50.94566700000001447, 7.06628949999998213 51.16230699999999842);DE516C1;DE004C1;24968.55643
LineString (6.81018249999999625 51.23549450000001571, 7.16895149999999148 51.25060700000000224);DE546C1;DE011C1;25109.27166
LineString (6.8471154999999726 51.5131279999999947, 7.20864849999998114 51.53749199999998609);DE509C1;DE515C1;25237.10282
LineString (7.16895149999999148 51.25060700000000224, 7.49763050000001385 51.34817249999997557);DE546C1;DE511C1;25363.66984
LineString (6.70211899999998195 51.17296199999998407, 7.06628949999998213 51.16230699999999842);DE516C1;DE521C1;25499.2369
LineString (6.70211899999998195 51.17296199999998407, 7.01540099999999711 51.05310800000000881);DE521C1;DE519C1;25672.41743
LineString (8.6826135000000022 50.57895250000001397, 8.75389100000001008 50.80562099999997372);DE053C1;DE057C1;25713.22545
LineString (8.64419149999997671 50.1179480000000126, 8.6647530000000188 49.88157250000000431);DE005C1;DE025C1;26333.12026
LineString (6.5796100000000024 51.34522650000002386, 6.8471154999999726 51.5131279999999947);DE508C1;DE509C1;26364.23269
LineString (6.81018249999999625 51.23549450000001571, 7.01719300000002022 51.43384550000001809);DE011C1;DE006C1;26364.87589
LineString (9.00408850000002303 48.71228849999999966, 9.21748150000001942 48.90369349999997439);DE049C1;DE068C1;26433.87057
LineString (7.2243310000000065 51.1826874999999859, 7.49763050000001385 51.34817249999997557);DE511C1;DE530C1;26510.79317
LineString (6.73478000000000065 51.43959200000000465, 7.07130100000000539 51.55398150000002033);DE501C1;DE503C1;26610.46081
LineString (8.41270750000001044 49.01135299999998551, 8.71288199999997914 48.87641750000000229);DE533C1;DE035C1;26621.28787
LineString (6.8471154999999726 51.5131279999999947, 7.22498200000001134 51.46995500000002721);DE015C1;DE509C1;26680.01353
LineString (13.02843250000000808 52.42620399999998426, 13.40185100000002194 52.50153050000000121);DE001C1;DE041C1;26728.01772
LineString (6.8784610000000157 51.41378150000002734, 7.20864849999998114 51.53749199999998609);DE022C1;DE515C1;26752.74282
LineString (6.8784610000000157 51.41378150000002734, 7.16895149999999148 51.25060700000000224);DE022C1;DE546C1;27192.92404
LineString (6.8471154999999726 51.5131279999999947, 7.2132230000000277 51.60496449999999413);DE509C1;DE525C1;27368.61901
LineString (6.619954000000007 51.45274349999999686, 6.81018249999999625 51.23549450000001571);DE011C1;DE023C1;27565.772
LineString (6.619954000000007 51.45274349999999686, 7.01719300000002022 51.43384550000001809);DE006C1;DE023C1;27698.57916
LineString (8.26036449999998013 50.0791510000000244, 8.64419149999997671 50.1179480000000126);DE020C1;DE005C1;27799.4337
LineString (9.18234150000000682 49.15271150000000944, 9.21748150000001942 48.90369349999997439);DE049C1;DE529C1;27812.33851
LineString (9.00408850000002303 48.71228849999999966, 9.18820549999998093 48.49389700000000403);DE068C1;DE537C1;27823.99307
LineString (8.71288199999997914 48.87641750000000229, 9.00408850000002303 48.71228849999999966);DE533C1;DE068C1;28123.15992
LineString (7.2243310000000065 51.1826874999999859, 7.33101950000002489 51.42741449999999759);DE530C1;DE543C1;28225.11997
LineString (8.35688349999998081 49.53306400000002441, 8.69418150000001333 49.40551349999998365);DE070C1;DE522C1;28265.61716
LineString (7.07130100000000539 51.55398150000002033, 7.47491899999999987 51.5161939999999845);DE010C1;DE503C1;28319.68004
LineString (6.97323749999998199 50.94566700000001447, 7.10978749999998172 50.70573200000001179);DE004C1;DE034C1;28372.6785
LineString (9.7697029999999927 52.3794990000000098, 9.94385099999999511 52.14473349999997254);DE542C1;DE013C1;28701.58049
LineString (9.98447249999998121 54.08112749999997959, 10.13240200000001323 54.32481000000001359);DE055C1;DE039C1;28790.58002
LineString (6.41196600000000672 51.16721300000000383, 6.81018249999999625 51.23549450000001571);DE011C1;DE036C1;28850.71061
LineString (9.04793699999999035 48.52770600000002332, 9.17207350000001043 48.77454399999999168);DE007C1;DE050C1;28932.90669
LineString (7.20864849999998114 51.53749199999998609, 7.49763050000001385 51.34817249999997557);DE511C1;DE515C1;29109.19138
LineString (7.47491899999999987 51.5161939999999845, 7.82354249999997364 51.66521099999999933);DE010C1;DE514C1;29302.03622
LineString (9.94385099999999511 52.14473349999997254, 10.37074499999999944 52.12447200000002567);DE542C1;DE536C1;29316.99005
LineString (9.18820549999998093 48.49389700000000403, 9.32652450000000499 48.74129199999998718);DE537C1;DE046C1;29340.31587
LineString (6.70211899999998195 51.17296199999998407, 6.8784610000000157 51.41378150000002734);DE022C1;DE521C1;29480.83554
LineString (6.81018249999999625 51.23549450000001571, 7.2243310000000065 51.1826874999999859);DE011C1;DE530C1;29531.62014
LineString (8.78096799999997302 50.09105499999998301, 9.14581399999997302 49.96385600000002114);DE061C1;DE531C1;29725.88585
LineString (6.70211899999998195 51.17296199999998407, 6.73478000000000065 51.43959200000000465);DE501C1;DE521C1;29750.99838
LineString (7.15434749999997166 50.97915349999999535, 7.16895149999999148 51.25060700000000224);DE541C1;DE546C1;30216.64038
LineString (7.01719300000002022 51.43384550000001809, 7.06628949999998213 51.16230699999999842);DE006C1;DE516C1;30403.19398
LineString (7.10978749999998172 50.70573200000001179, 7.15434749999997166 50.97915349999999535);DE541C1;DE034C1;30578.34401
LineString (6.8784610000000157 51.41378150000002734, 7.06628949999998213 51.16230699999999842);DE022C1;DE516C1;30893.9356
LineString (6.81018249999999625 51.23549450000001571, 6.8471154999999726 51.5131279999999947);DE509C1;DE011C1;30995.10668
LineString (9.17207350000001043 48.77454399999999168, 9.18820549999998093 48.49389700000000403);DE007C1;DE537C1;31231.33081
LineString (9.04793699999999035 48.52770600000002332, 9.32652450000000499 48.74129199999998718);DE050C1;DE046C1;31396.60621
LineString (7.01719300000002022 51.43384550000001809, 7.2243310000000065 51.1826874999999859);DE530C1;DE006C1;31454.80387
LineString (6.8784610000000157 51.41378150000002734, 7.2132230000000277 51.60496449999999413);DE022C1;DE525C1;31505.44886
LineString (6.8784610000000157 51.41378150000002734, 7.33101950000002489 51.42741449999999759);DE022C1;DE543C1;31516.94165
LineString (8.51391100000000733 50.56606950000002598, 8.75389100000001008 50.80562099999997372);DE053C1;DE079C1;31587.22405
LineString (6.70211899999998195 51.17296199999998407, 6.97323749999998199 50.94566700000001447);DE004C1;DE521C1;31633.68605
LineString (6.619954000000007 51.45274349999999686, 6.70211899999998195 51.17296199999998407);DE521C1;DE023C1;31649.69221
LineString (6.97323749999998199 50.94566700000001447, 7.2243310000000065 51.1826874999999859);DE530C1;DE004C1;31703.55965
LineString (7.2243310000000065 51.1826874999999859, 7.22498200000001134 51.46995500000002721);DE015C1;DE530C1;31959.83935
LineString (6.5796100000000024 51.34522650000002386, 7.01719300000002022 51.43384550000001809);DE006C1;DE508C1;32015.27452
LineString (7.16895149999999148 51.25060700000000224, 7.20864849999998114 51.53749199999998609);DE546C1;DE515C1;32036.98763
LineString (8.2414969999999812 49.97418649999997342, 8.6647530000000188 49.88157250000000431);DE025C1;DE037C1;32089.35444
LineString (11.9685024999999996 51.47979600000002165, 12.37476900000001478 51.34217399999999998);DE018C1;DE008C1;32146.75605
LineString (12.48133350000000519 50.72846049999998286, 12.91179249999999001 50.82634000000001606);DE505C1;DE544C1;32254.94124
LineString (7.22498200000001134 51.46995500000002721, 7.66976199999999153 51.38692600000001676);DE015C1;DE045C1;32283.8371
LineString (6.92024450000002389 51.57158900000001722, 7.33101950000002489 51.42741449999999759);DE528C1;DE543C1;32725.45043
LineString (7.66976199999999153 51.38692600000001676, 7.82354249999997364 51.66521099999999933);DE514C1;DE045C1;32749.3055
LineString (8.2414969999999812 49.97418649999997342, 8.64419149999997671 50.1179480000000126);DE005C1;DE037C1;32979.7571
LineString (7.01719300000002022 51.43384550000001809, 7.47491899999999987 51.5161939999999845);DE010C1;DE006C1;33095.45962
LineString (8.0874564999999734 53.56689799999998058, 8.58654799999999341 53.53815550000001622);DE048C1;DE527C1;33232.54314
LineString (6.619954000000007 51.45274349999999686, 7.07130100000000539 51.55398150000002033);DE023C1;DE503C1;33302.01748
LineString (8.6647530000000188 49.88157250000000431, 8.93463700000000927 50.12690950000001067);DE025C1;DE047C1;33451.52206
LineString (12.08271350000001121 50.89400499999999283, 12.48133350000000519 50.72846049999998286);DE535C1;DE544C1;33593.21345
LineString (7.01540099999999711 51.05310800000000881, 7.19004949999998644 50.77139599999998154);DE519C1;DE075C1;33660.59075
LineString (6.70211899999998195 51.17296199999998407, 7.16895149999999148 51.25060700000000224);DE521C1;DE546C1;33745.41326
LineString (6.81018249999999625 51.23549450000001571, 6.97323749999998199 50.94566700000001447);DE011C1;DE004C1;34207.19745
LineString (6.73478000000000065 51.43959200000000465, 7.22498200000001134 51.46995500000002721);DE501C1;DE015C1;34240.54023
LineString (10.89892400000002226 49.88722899999999072, 10.97814549999998235 49.58233100000001059);DE062C1;DE545C1;34389.48159
LineString (7.07130100000000539 51.55398150000002033, 7.16895149999999148 51.25060700000000224);DE503C1;DE546C1;34429.48328
LineString (8.54062499999997726 52.01097349999997732, 8.75422350000002325 51.73023899999998321);DE523C1;DE017C1;34527.01553
LineString (6.5796100000000024 51.34522650000002386, 6.92024450000002389 51.57158900000001722);DE528C1;DE508C1;34565.48227
LineString (6.73478000000000065 51.43959200000000465, 7.20864849999998114 51.53749199999998609);DE501C1;DE515C1;34669.28595
LineString (7.2132230000000277 51.60496449999999413, 7.49763050000001385 51.34817249999997557);DE511C1;DE525C1;34737.30041
LineString (12.5193295000000262 52.40272549999997409, 13.02843250000000808 52.42620399999998426);DE041C1;DE056C1;34738.66872
LineString (7.01719300000002022 51.43384550000001809, 7.49763050000001385 51.34817249999997557);DE006C1;DE511C1;34773.12016
LineString (7.06628949999998213 51.16230699999999842, 7.33101950000002489 51.42741449999999759);DE516C1;DE543C1;34797.66834
LineString (6.41196600000000672 51.16721300000000383, 6.619954000000007 51.45274349999999686);DE023C1;DE036C1;34920.42975
LineString (6.8471154999999726 51.5131279999999947, 7.33101950000002489 51.42741449999999759);DE509C1;DE543C1;34950.46617
LineString (7.62363950000002433 51.95436849999998685, 7.82354249999997364 51.66521099999999933);DE514C1;DE504C1;35002.3681
LineString (11.58702599999998029 50.92425750000001017, 12.08271350000001121 50.89400499999999283);DE535C1;DE547C1;35026.02779
LineString (6.8784610000000157 51.41378150000002734, 7.2243310000000065 51.1826874999999859);DE022C1;DE530C1;35255.3298
LineString (12.13591800000000376 50.49836649999997462, 12.48133350000000519 50.72846049999998286);DE063C1;DE544C1;35395.78749
LineString (9.94089600000000928 49.7846554999999853, 10.22090150000002495 50.04701299999999264);DE524C1;DE077C1;35439.64701
LineString (8.41270750000001044 49.01135299999998551, 8.43504949999999099 49.32974250000000893);DE080C1;DE035C1;35446.5252
LineString (8.71288199999997914 48.87641750000000229, 9.17207350000001043 48.77454399999999168);DE533C1;DE007C1;35569.42084
LineString (8.6647530000000188 49.88157250000000431, 9.14581399999997302 49.96385600000002114);DE025C1;DE061C1;35737.01874
LineString (7.06628949999998213 51.16230699999999842, 7.22498200000001134 51.46995500000002721);DE015C1;DE516C1;35970.94607
LineString (7.20864849999998114 51.53749199999998609, 7.66976199999999153 51.38692600000001676);DE045C1;DE515C1;36160.49253
LineString (8.26036449999998013 50.0791510000000244, 8.6647530000000188 49.88157250000000431);DE020C1;DE025C1;36389.98356
LineString (6.70211899999998195 51.17296199999998407, 7.01719300000002022 51.43384550000001809);DE521C1;DE006C1;36403.51804
LineString (7.16895149999999148 51.25060700000000224, 7.47491899999999987 51.5161939999999845);DE546C1;DE010C1;36425.29208
LineString (7.06628949999998213 51.16230699999999842, 7.49763050000001385 51.34817249999997557);DE511C1;DE516C1;36528.79363
LineString (6.70211899999998195 51.17296199999998407, 7.2243310000000065 51.1826874999999859);DE521C1;DE530C1;36533.71613
LineString (6.97323749999998199 50.94566700000001447, 7.16895149999999148 51.25060700000000224);DE004C1;DE546C1;36590.05784
LineString (6.8471154999999726 51.5131279999999947, 7.16895149999999148 51.25060700000000224);DE509C1;DE546C1;36811.35583
LineString (6.73478000000000065 51.43959200000000465, 7.16895149999999148 51.25060700000000224);DE546C1;DE501C1;36840.17643
LineString (9.7697029999999927 52.3794990000000098, 10.09452800000002526 52.64497699999998304);DE060C1;DE013C1;36864.98909
LineString (8.71288199999997914 48.87641750000000229, 9.21748150000001942 48.90369349999997439);DE049C1;DE533C1;37127.69658
LineString (8.26036449999998013 50.0791510000000244, 8.78096799999997302 50.09105499999998301);DE020C1;DE531C1;37282.57566
LineString (6.81018249999999625 51.23549450000001571, 7.15434749999997166 50.97915349999999535);DE011C1;DE541C1;37339.85042
LineString (8.22434449999997241 53.14457399999997733, 8.7807770000000005 53.11898949999999786);DE012C1;DE520C1;37352.07222
LineString (7.07130100000000539 51.55398150000002033, 7.49763050000001385 51.34817249999997557);DE503C1;DE511C1;37451.31996
LineString (6.41196600000000672 51.16721300000000383, 6.73478000000000065 51.43959200000000465);DE036C1;DE501C1;37750.53823
LineString (6.73478000000000065 51.43959200000000465, 7.2132230000000277 51.60496449999999413);DE525C1;DE501C1;37963.53937
LineString (7.16895149999999148 51.25060700000000224, 7.66976199999999153 51.38692600000001676);DE045C1;DE546C1;38065.8663
LineString (6.81018249999999625 51.23549450000001571, 6.92024450000002389 51.57158900000001722);DE011C1;DE528C1;38168.81739
LineString (6.70211899999998195 51.17296199999998407, 7.15434749999997166 50.97915349999999535);DE521C1;DE541C1;38332.09998
LineString (7.2243310000000065 51.1826874999999859, 7.66976199999999153 51.38692600000001676);DE530C1;DE045C1;38497.23148
LineString (6.73478000000000065 51.43959200000000465, 7.06628949999998213 51.16230699999999842);DE516C1;DE501C1;38551.37109
LineString (6.81018249999999625 51.23549450000001571, 7.22498200000001134 51.46995500000002721);DE015C1;DE011C1;38928.51035
LineString (6.92024450000002389 51.57158900000001722, 7.47491899999999987 51.5161939999999845);DE010C1;DE528C1;38970.2161
LineString (6.70211899999998195 51.17296199999998407, 6.8471154999999726 51.5131279999999947);DE509C1;DE521C1;39170.4613
LineString (7.01540099999999711 51.05310800000000881, 7.10978749999998172 50.70573200000001179);DE519C1;DE034C1;39210.96205
LineString (7.20864849999998114 51.53749199999998609, 7.2243310000000065 51.1826874999999859);DE530C1;DE515C1;39488.94275
LineString (7.16895149999999148 51.25060700000000224, 7.2132230000000277 51.60496449999999413);DE525C1;DE546C1;39544.61406
LineString (6.5796100000000024 51.34522650000002386, 7.06628949999998213 51.16230699999999842);DE508C1;DE516C1;39605.16638
LineString (6.92024450000002389 51.57158900000001722, 7.16895149999999148 51.25060700000000224);DE528C1;DE546C1;39682.64105
LineString (8.64419149999997671 50.1179480000000126, 9.14581399999997302 49.96385600000002114);DE061C1;DE005C1;39811.90107
LineString (6.81018249999999625 51.23549450000001571, 7.07130100000000539 51.55398150000002033);DE011C1;DE503C1;39822.38412
LineString (7.2132230000000277 51.60496449999999413, 7.66976199999999153 51.38692600000001676);DE525C1;DE045C1;39920.89416
LineString (11.02032250000002023 50.98310049999997773, 11.58702599999998029 50.92425750000001017);DE032C1;DE547C1;40355.23103
LineString (8.2414969999999812 49.97418649999997342, 8.78096799999997302 50.09105499999998301);DE037C1;DE531C1;40778.88713
